TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
81.293061224,-204.345,11.3805,-8.16716,-10.2922,-6.16323,-4.28687,-10.5402,-1.492,-1.94286,-1.9308,-4.07528,3.07217,2.16361,4.03733,4.56664,5.19779,0.498383,2.85301,-0.212755,1.01219,-1.59014
81.316281179,-202.683,6.07878,-11.8917,-14.2059,-9.48216,-0.117546,-8.78458,-1.89095,-1.76904,-4.40394,-5.49653,-0.0923922,-2.55793,-2.58287,-0.108512,4.30361,4.42696,4.29799,-1.82834,-2.315,-2.35112
81.339501134,-151.579,5.54701,-3.51035,4.27698,11.0563,2.47557,3.83334,5.48431,-4.32795,-1.91365,-0.931539,0.0239857,-1.80546,1.99427,-0.461144,-0.592547,-2.03159,0.182623,-0.862221,-0.415553,-2.3709
81.362721088,-178.384,17.3981,5.77731,1.00353,9.31341,0.728102,-5.95266,1.31994,-3.55425,-5.59007,-4.79257,-1.68876,-0.423317,0.346548,1.56179,0.987745,1.30208,0.613938,-0.523108,0.270724,-1.69931
81.385941043,-199.587,25.2273,11.0872,3.64913,8.28048,2.75025,-2.78872,3.22464,-5.40123,-0.445892,-2.34178,1.40047,-4.29533,-1.22917,2.11515,0.982031,0.865728,0.591571,-2.06443,-2.0903,-2.92754
81.409160998,-210.146,27.8854,6.69307,1.10752,3.95357,5.68082,-0.850036,5.33272,-4.40409,0.31996,-3.72859,-0.713203,-1.51486,-2.32018,1.62246,-1.68608,0.574354,3.23325,2.25937,1.71027,-1.93873
81.432380952,-206.493,24.7325,11.4366,1.95534,2.562,6.12148,-1.46366,3.98109,-3.29778,-0.382044,-0.805031,0.472122,-3.82713,-2.9106,-2.74483,-1.61881,-0.0936406,2.00735,-0.035678,-0.131235,-2.13858
81.455600907,-138.768,5.1539,5.40454,6.75373,-0.419818,-0.303204,-2.19239,0.243021,-2.61157,-4.29719,-3.4946,-3.55269,-2.97805,-0.66585,-3.16565,-1.40588,-1.95577,-2.62119,-3.91755,-1.53846,-1.51515
81.478820862,-155.854,4.29645,1.46471,12.1976,1.27069,9.00228,3.26458,2.94065,1.8475,3.47429,0.756004,2.81129,0.249389,2.37094,-0.0593436,-0.509193,-0.670032,-1.46546,-1.70219,-2.51396,-3.68285
81.502040816,-160.069,5.99019,1.38588,12.7215,5.40723,6.51943,-1.18388,-1.89997,-1.75532,4.22205,3.55786,2.47947,1.20072,2.70626,2.63102,0.636617,2.76049,2.60467,-0.445855,-2.13694,-5.29118
81.525260771,-165.005,6.10817,-0.57152,6.13007,0.131054,3.11722,-1.15454,0.659715,2.52553,5.31918,4.35268,3.94554,1.67302,5.9504,6.83541,6.73966,5.61432,5.91798,3.16507,1.22002,-2.6394
81.548480726,-172.975,6.64386,-2.1635,4.36299,1.34906,5.38204,-2.23689,2.33348,4.84054,6.23878,3.70845,4.39359,4.23657,5.23024,5.31925,7.31362,4.22339,2.06965,0.862623,1.59806,-1.51867
81.571700680,-176.679,6.84151,-6.52714,0.547199,0.199768,6.91667,-2.63426,1.31794,4.96032,6.21384,4.23115,5.60318,3.86203,4.48314,3.38428,6.16825,3.08339,1.03481,1.00114,2.39116,-0.903674
81.594920635,-173.137,15.5996,-5.54643,4.56484,5.22359,4.14886,-4.75941,2.8267,0.93557,5.8398,5.01731,3.35912,0.0296513,0.948631,2.28685,4.98111,2.20611,2.62674,-0.839409,-2.28757,-3.54874
81.618140590,-188.434,11.9699,-8.61733,-2.87313,2.21661,4.09117,-4.9441,3.64047,4.4487,6.89035,4.66682,2.07492,4.00066,6.15391,3.10265,4.61284,-1.8805,-1.16624,-1.10818,1.62602,-2.87366
81.641360544,-189.393,12.2955,-7.19093,-4.63551,-1.50371,-0.714604,-9.3,-3.07498,-1.16256,4.28092,2.88348,3.44925,1.38294,6.53946,6.45317,9.34853,3.36814,1.69365,0.48224,3.63541,-1.83429
81.664580499,-192.95,15.0325,-9.25647,-4.16037,-1.58837,-0.283559,-11.0485,-2.45788,-1.75986,4.20057,1.32896,2.53306,2.09247,4.19408,5.21296,8.22023,7.04186,2.32728,0.886818,3.32265,-0.798513
81.687800454,-189.108,12.1203,-8.35712,-7.69109,-4.08585,-1.27193,-9.02638,-2.98577,-5.21154,1.28658,1.52202,0.623357,-0.154479,0.660833,1.85812,7.21186,4.58554,2.56688,0.386445,0.793836,-1.08662
81.711020408,-151.819,14.5158,1.99085,-3.02042,4.8584,-2.79462,-2.78965,2.10683,-3.57268,-1.44357,0.562331,-0.00450977,-1.0428,2.32419,1.32059,2.63281,0.86172,2.9992,0.909692,0.213969,-0.919256
81.734240363,-171.745,16.6574,11.5085,-4.09184,3.29436,5.46949,-4.40053,0.280036,-5.23379,1.80214,2.32975,0.918538,1.282,1.22332,3.11506,2.24297,4.21019,3.19847,-1.28436,0.353524,-1.90639
81.757460317,-173.085,9.53059,14.6595,-1.22412,-2.67916,7.26945,-1.19821,-0.0662699,-2.04387,2.4326,-2.09163,-0.915479,2.50002,2.28148,-0.70254,2.38505,4.11172,4.03208,-0.267527,2.00187,1.85461
81.780680272,-169.538,-1.10212,20.3492,-0.0559737,-1.55127,7.44548,-1.8331,0.177661,-1.3463,3.2837,-3.08695,0.0833303,0.255113,-0.120164,-0.00672648,1.48181,2.81781,5.67489,3.43098,3.71265,0.912608
81.803900227,-169.655,-4.62176,21.5559,3.16213,-0.871541,4.1965,-0.550949,2.24622,-2.93467,1.25335,-3.10448,-0.277691,-0.509185,-0.455902,-0.0606301,2.08406,4.03554,5.03321,2.3178,0.865081,0.507584
81.827120181,-163.627,-5.11618,20.9684,2.82889,1.22765,6.90287,-0.199368,3.60297,-0.961962,0.812813,-2.75799,-2.85061,-2.83999,-1.50236,-2.43344,-0.463436,1.46026,4.08347,2.29465,0.818278,-0.436363
81.850340136,-164.503,-3.66253,19.8656,-0.573444,-2.96908,2.66077,0.0588359,4.41441,-4.08538,-1.80089,-5.15985,-1.89734,-3.95379,0.204926,-1.94125,-0.968975,-0.78282,0.896461,0.97403,-0.793907,-0.0646678
81.873560091,-164.883,-3.89338,18.5172,3.433,-0.427609,6.09959,1.65494,3.64081,-1.15114,-2.22162,-4.40508,0.146342,-4.11946,-2.32886,-1.37867,-0.566212,0.256697,2.25013,0.618032,-1.82383,-1.05568
81.896780045,-170.886,-4.33204,17.7743,5.08728,-0.817097,9.26112,1.75965,4.15401,-0.0153739,1.05335,-1.79652,-1.54882,-5.94062,-1.62718,-1.56823,-1.39792,1.03774,4.34153,1.99136,-1.53521,-1.29149
81.920000000,-172.859,1.19884,16.4439,1.18164,-3.22248,9.56302,-0.62013,5.78849,-0.700216,0.321749,0.702422,2.10753,-1.39065,-1.2228,-3.93252,0.359476,0.880465,1.51575,0.263263,-0.794176,-2.5309
81.943219955,-157.324,19.9639,2.79759,0.564231,-0.329169,-4.3629,-1.17896,2.71093,-2.49709,-1.39571,-2.93109,-1.34296,-3.36795,-2.53824,-5.35109,-2.26272,0.265701,0.876519,1.49008,-0.46091,-0.830046
81.966439909,-167.753,23.241,5.17714,-2.30369,3.42046,0.457688,3.48329,9.99744,1.52804,2.49868,-0.632349,-1.16579,1.56177,-0.00762107,-3.73116,1.16738,2.23417,0.170874,1.26048,-1.35684,-2.12794
81.989659864,-188.041,28.8377,-2.13492,-4.40653,0.299119,2.74567,7.14072,10.8032,-1.52668,1.5255,-1.03725,0.339408,6.5438,-0.00603593,0.291673,3.97023,4.47237,-2.73561,-0.374091,-4.83065,-3.78628
82.012879819,-194.538,23.1235,-2.48307,-2.98489,1.64787,6.93937,5.4123,10.3106,-0.462014,1.43103,2.07572,1.26029,7.50864,5.43223,0.106974,5.79397,-1.0245,-2.48773,0.12223,-2.00188,-1.93873
82.036099773,-198.038,23.1283,-0.976685,-3.44902,-0.920018,5.45936,3.58125,10.8844,4.03032,4.68902,4.10729,2.54551,6.57331,6.09509,0.721988,8.01766,3.21454,0.892239,-0.829267,-1.37725,-1.06868
82.059319728,-196.285,23.9949,-2.57654,-5.48137,-0.814505,5.72231,2.23999,9.09344,1.18403,0.72305,-0.857849,-1.44197,6.55361,5.763,1.8474,7.09373,2.67229,1.43324,-0.689538,-0.739457,-1.47071
82.082539683,-178.762,30.6667,-4.50211,-3.59079,5.22661,4.6421,1.84657,8.22673,-5.59619,-1.36075,0.416471,-0.385233,-2.12911,1.8986,-2.6965,3.20905,-0.0171333,2.51409,-0.159083,-1.06497,-1.64797
82.105759637,-192.205,25.5979,-4.75876,-8.08829,-1.96324,2.62156,3.08588,8.66908,-3.00627,-2.41703,-4.2737,-0.634375,1.17585,1.8645,-4.90683,4.96593,0.23358,-1.65096,-3.49251,-0.135639,-1.82679
82.128979592,-203.793,21.8559,-5.19057,-8.50544,-2.35277,0.574253,0.709549,6.24081,-3.12725,-0.201346,-1.93099,1.45608,5.26382,5.39998,-1.08725,5.88468,1.66692,1.0353,-0.600772,-1.17593,0.107202
82.152199546,-202.445,17.6473,-11.398,-12.5762,-1.17186,1.64583,-0.663821,5.89622,-1.86608,1.50184,-0.129714,3.69569,7.72469,5.98051,2.3104,8.07681,2.09777,1.22608,-0.627781,2.45914,-0.609203
82.175419501,-201.073,13.9002,-16.561,-12.8301,-5.35356,-1.07699,-0.0582985,6.06301,-2.77732,-1.59242,0.0362705,1.57902,2.75851,2.03803,1.39439,7.84639,3.82515,1.21139,-0.486977,2.33517,1.25276
82.198639456,-150.88,10.2635,-0.800551,-0.722227,5.93785,-2.05375,2.45831,5.34234,-2.94507,-1.71902,1.49247,1.01292,-2.06056,1.36006,-0.366542,1.0594,-0.109359,0.586844,-1.34605,-1.79002,-1.15384
82.221859410,-173.367,20.4851,2.3519,-3.78607,7.39755,3.92945,2.42164,6.84515,-1.5564,-4.15201,-2.03518,-3.91588,-2.43141,0.0154004,0.486195,1.2449,-2.6154,-2.41316,0.0880975,0.00498147,-0.458058
82.245079365,-186.848,28.9586,2.7956,-3.30971,4.56076,7.99091,2.90091,5.51991,-4.31475,-2.85707,-3.42852,-1.67013,1.5979,0.0983565,-2.75994,0.989859,-1.17127,-1.98026,-0.938083,0.469357,-0.664672
82.268299320,-193.154,32.126,2.99439,-2.8038,3.42512,8.93354,2.82536,5.02187,-3.97086,-2.48697,-3.7926,-1.89664,3.52047,-1.09857,-3.86144,-0.138875,-0.840215,0.359077,1.0017,2.11177,0.600931
82.291519274,-199.036,31.5803,4.86913,-1.39483,-0.104764,7.68659,5.21068,7.10028,-3.99145,-3.03553,-0.868298,-1.98892,3.40671,0.400831,-3.52037,0.029943,-2.03513,-2.01187,0.81215,1.17156,1.31854
82.314739229,-167.827,8.60288,13.0055,-5.0939,0.752025,9.62875,6.31345,4.57883,-2.48018,-2.2444,-1.8543,3.64741,1.72926,0.215594,-2.9388,3.41011,-2.0105,-2.28586,-0.794642,-0.427627,-0.763138
82.337959184,-175.498,14.7098,6.81903,-7.51077,4.39104,7.22996,4.97095,7.91222,0.834408,0.291013,-0.495681,0.235285,5.05413,3.6058,-1.98393,1.36682,-0.538659,-4.36946,-3.26235,-2.5296,-2.35693
82.361179138,-182.204,20.9801,4.10298,-6.11047,2.63537,9.18317,3.83289,8.51291,0.889879,0.307843,1.58582,0.0232232,1.4943,2.76098,0.207529,1.29567,-2.86212,-2.47714,-1.43277,-2.01595,-1.59943
82.384399093,-187.727,25.9227,1.04285,-1.86499,2.42094,8.68796,3.27631,9.15869,0.539706,-2.03892,-0.395664,-3.83488,2.25955,4.82771,-2.96045,2.40568,2.52156,-1.34232,0.653977,-1.28745,-2.75896
82.407619048,-196.63,28.099,0.993302,-2.26987,2.0261,10.0951,5.28202,7.36994,-0.71461,-2.74219,-0.849537,-2.49457,6.20322,4.6569,-2.23399,1.5346,-1.25466,-2.13154,-0.506094,-1.62317,-0.781147
82.430839002,-149.304,6.38057,-1.18173,0.591361,-2.48521,1.22182,-2.03322,-0.616549,-5.89695,-5.00654,-5.47679,-1.80353,-0.257103,-0.542894,-4.14707,-1.79021,-0.492242,-1.71131,-0.473989,-0.507796,-0.709992
82.454058957,-150.025,3.48964,2.65501,8.35301,0.898807,6.76518,6.22499,5.39875,0.43892,-0.0316423,-2.73844,-0.42115,-1.49656,-0.487558,-1.40581,1.11123,-0.565253,-1.58932,-1.92821,0.351268,-0.798949
82.477278912,-155.745,3.83808,0.172409,7.42114,-1.21519,8.83107,8.22362,8.52683,4.50034,0.039691,-0.216398,2.52793,0.888458,0.13656,0.189105,0.515108,-1.83326,-2.99408,-3.33167,-2.87663,-0.934906
82.500498866,-166.134,3.56415,0.563682,4.03791,-3.65564,7.00417,2.96717,4.73533,3.5184,2.79333,-0.183479,3.60092,3.55681,3.62159,1.14001,3.30245,3.75027,2.97784,-0.984053,-1.76553,-0.733156
82.523718821,-172.332,7.02165,2.70649,7.7231,-2.82793,6.52569,5.6946,6.86275,3.73248,3.4146,1.53397,5.08002,2.54431,3.05432,2.8829,5.18464,2.50702,1.07344,0.404274,1.94518,-1.21394
82.546938776,-183.543,6.77227,2.22245,5.81602,-5.01511,3.98357,1.97467,4.6065,1.63604,-0.624125,1.32018,4.58169,4.05398,4.01136,2.64286,2.41507,2.05829,2.58676,1.93545,0.946213,1.13201
82.570158730,-174.717,17.5146,-2.47367,10.53,2.94963,4.39835,1.33129,5.45161,-2.43557,-1.80397,-1.56768,-0.898544,-2.31325,-0.382724,-0.657015,-1.4226,-0.405765,3.34734,4.66058,3.73846,2.27076
82.593378685,-202.462,20.9887,5.12373,8.96334,1.89403,7.28365,4.46358,5.63432,2.46753,-1.70399,-1.5889,-2.72007,-1.2046,-1.64646,-1.49823,-1.66249,-3.53507,-0.649442,-1.33097,0.974293,2.49956
82.616598639,-216.173,24.9612,4.96163,6.97179,2.42707,7.22594,6.72438,8.53069,-0.10644,-0.611864,-1.49352,-0.0799128,-2.15706,0.272574,-2.04305,-2.447,-4.5105,-0.496238,-0.770595,-1.39118,-1.99363
82.639818594,-210.056,19.2418,10.1342,5.23107,3.20979,7.11009,4.936,6.96808,-1.05755,1.51661,-4.32594,-1.34003,0.457951,2.07951,0.611206,-0.257713,-3.71561,-0.308845,-0.743166,-2.59885,-1.59069
82.663038549,-186.379,3.23971,11.7664,5.39129,2.1452,6.67079,3.0739,6.42244,-2.09263,-1.85922,-7.82899,1.00259,-0.954777,0.289345,0.305378,-0.223235,-4.12631,0.765787,2.57398,-0.148744,-0.94624
82.686258503,-141.681,6.60398,1.32154,3.39445,1.02289,-3.5082,-0.997807,2.35202,-4.71821,-1.82114,-0.654104,-0.773993,-5.7739,-1.39639,0.529098,0.61634,-3.04474,1.90665,2.21737,1.79812,0.926656
82.709478458,-154.041,12.8147,-2.30044,0.629785,1.00431,2.58544,-3.77054,-3.06575,-1.13496,-3.19799,-1.84691,2.35041,-2.84661,-3.43732,-0.660503,-1.60339,-3.03526,0.367498,1.73741,0.807682,-0.715766
82.732698413,-167.452,15.4582,-1.54411,3.96738,2.28713,4.92211,-6.01317,0.200971,-0.12773,-0.299478,-0.210751,1.56616,-2.85098,-1.4439,0.0336506,-0.652933,-1.02296,-2.08855,-0.431861,1.06547,-0.510209
82.755918367,-174.321,19.9491,-0.326592,4.87097,0.879818,4.23539,-5.37916,-0.680168,0.634216,3.23933,-1.78363,0.666967,-1.39533,0.876755,2.11762,-0.24964,-0.0864741,-1.98831,-0.24214,-0.162485,-2.26268
82.779138322,-180.899,19.0996,-2.43772,4.22342,1.85288,8.38538,-4.86971,2.71198,3.88556,5.61932,-2.23106,-0.709204,-1.57864,0.328217,1.33603,1.06231,0.0612974,0.13322,2.23343,0.31601,-1.46988
82.802358277,-154.54,7.70497,3.89853,3.88202,1.27562,2.32411,-4.86955,-1.33172,3.80254,4.89185,-1.19232,0.357722,-1.32471,1.76396,-1.29243,0.0792958,0.811063,1.4978,1.80574,1.84689,-1.87716
82.825578231,-157.371,6.00544,1.17557,-0.844681,0.487655,1.83447,-5.53876,-5.17845,-0.984829,0.116056,-3.74478,-3.43991,-2.08939,1.37885,0.634813,1.36151,-1.13923,-0.180936,1.72727,3.03186,-1.52044
82.848798186,-167.721,9.84617,-0.290116,2.42451,-1.37204,2.22394,-6.82155,-5.88131,-1.121,1.85545,-2.79795,-4.43147,-2.36076,0.92303,-1.41882,-2.82293,0.691595,0.793745,-0.0626334,0.344985,-0.799129
82.872018141,-169.241,14.6716,-3.67649,2.24346,-2.28303,-0.175511,-7.39985,-3.4997,-0.111294,1.22688,-2.85363,-1.57339,-3.02417,0.215502,-0.157966,0.35096,0.27727,-1.09644,-1.34654,-0.776955,-2.73915
82.895238095,-182.479,14.7702,-1.3319,3.35268,-3.35686,3.04281,-7.79319,-4.73869,-2.08176,-0.0114042,-4.54044,-4.07638,-5.19004,-3.25236,-3.14845,0.56695,-1.45378,-1.46476,-2.615,-2.44975,-3.01913
82.918458050,-165.127,11.2181,0.99639,0.728291,-1.09702,-3.07087,-4.62936,-2.04687,-0.973649,-4.65417,0.757418,-0.899502,-1.67346,-2.14582,-2.65627,-0.0902149,-3.63286,1.33223,2.64105,0.334311,-2.20272
82.941678005,-169.038,15.9514,13.0005,2.42451,2.03524,4.86645,2.35505,2.71328,4.13661,0.959177,-0.9507,-1.45383,-3.41397,-1.56237,-3.18381,0.422093,-1.90125,0.543543,2.24866,0.101743,0.0961219
82.964897959,-173.19,20.3749,8.31669,-1.56875,-0.596272,7.0321,3.55716,3.41307,0.774081,0.994649,-1.3268,-3.0518,-3.22574,-3.1008,-6.23042,0.574777,2.37062,0.82837,1.92177,1.79477,1.89334
82.988117914,-178.175,20.8452,10.5177,1.49599,-0.936173,9.62342,2.77737,4.6616,4.64019,2.67676,1.28352,-0.000211804,0.713998,-0.327208,-4.17183,2.3521,0.663638,-0.809625,2.94398,2.16174,1.64211
83.011337868,-176.496,18.4369,8.98932,-0.624209,-1.21634,9.10881,3.42299,6.14594,1.84718,0.524266,1.00362,-0.890654,-1.8151,0.191378,-2.58666,4.54269,3.11118,-1.07723,2.09644,1.12322,1.55655
83.034557823,-179.167,13.0444,4.55476,-1.88165,-2.2975,8.56754,1.07839,4.14635,2.51214,3.17478,0.703819,-1.07723,-1.58173,-4.4208,-5.10429,4.09825,2.03741,0.108315,1.09343,-0.386333,0.64717
83.057777778,-180.306,16.6727,5.7303,-0.480782,-2.06527,7.56052,1.02709,3.02994,1.86612,3.57111,2.74283,2.66266,2.66562,0.0521349,-2.85699,1.4027,-0.457753,0.496664,2.5952,1.82737,1.50501
83.080997732,-182.203,19.9268,7.65066,-2.55288,-2.92042,7.43502,2.8068,4.81811,2.82744,4.45929,-0.258895,0.977957,0.1082,-2.81261,-1.18374,2.67638,0.416976,-0.69903,-0.56383,0.151698,3.13387
83.104217687,-183.358,18.4702,10.1454,-0.794234,0.0935526,8.01898,1.24417,4.33618,3.2325,0.924793,-3.3083,1.40751,-1.62232,-0.158012,3.2491,2.65131,-0.885502,-0.379845,0.200134,1.72542,1.55619
83.127437642,-187.291,19.7445,9.75883,-0.558264,1.04909,8.3532,3.21774,2.76967,4.4474,2.10199,-1.78507,3.32293,-2.90659,-3.06909,-0.497682,4.13956,0.662199,-2.10244,-0.0908152,-0.480988,-0.773847
83.150657596,-187.203,19.4292,8.81202,3.20197,3.22737,10.3887,0.686448,-0.256285,1.30072,3.99028,-4.46556,0.276908,-0.274318,-1.85141,1.21967,2.11201,0.906991,-2.32578,2.48913,2.24142,0.508922
83.173877551,-178.821,11.8999,10.7338,3.80897,2.76774,1.4672,1.23684,0.799621,3.39179,6.19549,0.19548,0.533899,-2.35544,-1.38004,-3.62564,-1.39319,-0.117823,0.279953,1.57611,0.814942,-2.26652
83.197097506,-198.497,13.9286,18.4882,4.59621,5.89819,5.06502,3.11768,1.97786,3.66188,4.41478,-1.28441,1.27371,-3.06782,-1.41592,1.62884,0.799385,-0.699231,-1.71379,-0.294287,1.19548,1.27042
83.220317460,-212.14,14.3546,15.2317,4.36714,1.00846,6.78777,-0.044457,0.847315,2.04295,4.57658,-6.44483,2.46356,-1.51587,-0.0694954,4.64872,0.896593,0.324823,-3.37701,0.547991,0.559866,1.21081
83.243537415,-207.588,13.3305,17.1198,2.0027,-1.76134,6.84394,1.61052,-0.642898,1.14263,3.35657,-1.90723,4.92279,-2.19227,0.303041,2.40896,-0.648494,-1.45137,0.0734434,0.783734,-0.0432076,-0.401758
83.266757370,-195.423,5.40722,14.3331,6.81494,0.00662612,0.817662,5.5257,5.05481,0.516429,3.55991,-1.69546,-0.624353,-0.258553,1.17869,-0.732511,-0.422248,-1.01133,-0.983212,-0.686839,2.49702,0.247148
83.289977324,-173.186,-10.4008,14.1783,16.169,-6.70041,2.80835,5.97738,3.10243,-0.756199,2.05271,-1.61005,-0.834689,-3.87552,-0.385704,-1.08026,-0.414101,-2.09604,0.975352,1.88745,3.09248,2.08263
83.313197279,-170.439,-10.888,20.5078,19.3611,-5.01389,5.21484,3.05727,-2.9775,-2.63724,0.749061,-2.1868,0.343812,-0.541779,1.79401,-0.68917,-0.698103,-1.18077,1.10617,-0.253589,2.19645,1.2954
83.336417234,-176.698,-13.0544,18.9446,18.0806,-3.70282,7.15263,6.22098,3.41467,3.2471,4.94896,-2.05344,-1.16065,-3.93443,0.904941,0.713225,0.320236,-1.57268,0.64868,-1.57576,1.54305,1.36307
83.359637188,-176.406,-13.0057,20.4078,16.0316,-4.51889,6.71647,7.565,4.66658,1.10193,3.4519,-2.76504,-0.617457,-2.74786,1.7589,-0.148886,0.741908,0.0214046,0.190437,-1.92187,0.610346,-1.86871
83.382857143,-176.747,-8.28125,16.9354,15.204,-3.29121,7.46633,7.04386,4.1374,2.22722,5.05783,0.672413,1.19359,-3.43639,-0.561312,-1.07931,0.327642,-3.83617,-1.45962,-1.27979,1.81498,0.984387
83.406077098,-187.635,-12.6259,12.2592,15.3857,-6.97575,3.54551,9.52925,7.90432,2.17363,1.96569,-0.881483,-2.03086,-5.38402,1.36915,0.0992429,-1.68887,-3.47298,0.664094,1.7872,1.24525,0.227674
83.429297052,-148.306,1.3235,4.88125,12.0549,5.65061,6.5221,3.0503,2.27825,-2.23838,-1.78291,-1.62639,0.540805,-2.74249,-5.42598,-3.78894,0.0352232,1.7664,1.34621,-1.48246,-1.32691,-0.570821
83.452517007,-161.661,-0.79597,1.76122,15.8746,5.97014,10.8372,3.02404,1.72159,-0.337169,1.69622,1.84043,1.99014,-2.21941,-0.291028,-0.445787,1.63866,1.41405,0.109144,-0.620798,1.22535,-0.530365
83.475736961,-170.553,-0.151116,5.18156,13.9457,4.38116,7.6414,2.50429,2.15942,1.43556,3.3898,2.94693,1.99275,-1.4258,2.18834,3.38396,3.51566,1.72011,0.69048,0.558653,2.02717,-0.312383
83.498956916,-178.311,3.55758,7.11807,15.8364,4.14656,7.2433,1.46026,1.18034,2.37575,5.55355,4.46039,2.37247,-0.0720067,1.62731,1.36758,2.2663,2.33029,0.489265,1.50153,1.40999,-0.175897
83.522176871,-189.398,3.41778,8.21555,14.707,3.40502,7.32907,3.4203,5.57542,2.1574,1.26107,1.28891,-0.304655,-3.01728,-0.742314,0.264746,1.41984,1.5988,2.67994,1.83621,0.176125,-0.966273
83.545396825,-194.098,8.94724,8.54942,12.4659,-1.26132,5.24757,1.40774,4.94084,5.30874,5.13499,2.41468,-0.642001,-2.12302,-3.65036,-1.25789,1.28233,0.943194,2.14521,2.02979,0.769973,-1.30402
83.568616780,-214.915,10.4625,8.06008,13.1584,-0.416825,5.67012,2.37887,2.36586,1.05988,2.5765,0.259625,-0.699423,-2.92662,-4.9557,-4.09733,0.890302,0.867654,2.39908,1.72959,2.82793,0.778665
83.591836735,-232.969,18.2458,10.0445,10.451,-2.89697,5.74237,-0.672247,0.963276,2.17277,2.93514,-1.59985,-2.55506,-4.68056,-4.15156,-1.69996,1.76537,1.06504,-0.428548,0.2728,2.38478,0.636582
83.615056689,-245.116,23.4394,9.03922,10.9479,-2.65899,5.38947,0.402553,1.5397,2.02313,2.01233,-1.16821,-3.25935,-3.86394,-3.59695,-2.80892,1.8802,1.58695,0.563827,-0.098352,1.85564,0.397778
83.638276644,-263.527,28.4228,3.64133,10.738,-1.88688,6.80275,-0.760858,3.05428,1.75805,4.54262,-0.216221,-3.61278,-6.28658,-5.10394,-1.83722,3.23947,0.617292,0.69805,0.0943214,4.51346,3.07214
83.661496599,-210.056,4.1966,2.49669,-1.93128,-0.0561008,0.36074,3.70773,-3.60791,-1.12179,1.50415,-0.504893,-1.43546,-9.55108,-6.73502,-3.96011,-1.49482,-1.98526,-1.3866,0.788281,0.232475,-3.24699
83.684716553,-215.47,-0.741821,9.69285,-3.19278,-0.00522448,-1.75449,-3.22437,-2.30121,-1.81962,-0.141017,0.685744,-3.88464,-9.34853,-8.05582,-6.74926,-2.5819,-2.85284,0.973849,1.83568,2.00263,-0.840958
83.707936508,-256.955,26.351,3.21551,-5.89916,3.44111,-1.50799,-5.49939,-0.66538,1.06246,0.532931,-2.79614,-5.55143,-10.3777,-7.4547,-5.40026,-2.61904,-0.575153,0.253282,0.474118,1.87328,0.675765
83.731156463,-283.534,42.3796,-1.57973,-3.50592,0.610403,-0.804938,-10.0453,0.559738,0.131088,2.33852,-3.73431,-6.28814,-7.47076,-8.28623,-5.30103,-1.90703,-0.705263,-0.3327,-1.35456,1.1456,-1.29537
83.754376417,-288.312,42.4908,-1.01924,-6.32893,2.92269,-2.30384,-6.87865,-0.0198415,1.79607,1.25358,-3.38298,-6.51249,-6.92386,-7.63048,-4.98199,-2.38398,-1.09872,-0.839575,-0.982415,2.43397,-1.80061
83.777596372,-274.474,32.6103,-3.71562,4.63462,-5.12422,-1.99819,-3.78432,-2.66745,1.92072,3.81714,-5.02926,-6.42507,-6.62001,-5.09579,-5.37705,-2.44463,-1.98183,-2.27334,-0.394374,2.01301,-2.33553
83.800816327,-248.088,38.3474,3.3694,7.41563,-1.5622,6.74813,-0.704424,-5.17772,0.128099,2.31004,-4.32402,-1.86985,-3.28451,-3.48574,-2.90892,-0.493472,-0.304919,0.234796,-1.09094,1.72484,-0.644452
83.824036281,-257.499,34.7478,12.9683,13.9104,-1.01666,5.99551,-0.496719,-0.747931,7.97516,4.41818,-6.39091,-4.87248,-5.22177,-3.75355,-2.9097,-3.0525,-3.42164,-1.13216,-0.856544,2.75303,-1.7203
83.847256236,-266.891,34.3696,11.7803,16.831,1.4484,7.92216,2.32562,2.56275,8.55609,9.34726,-3.9026,-4.27676,-6.47636,-5.97357,-5.27233,-1.62148,-2.93429,-1.10798,-1.24735,2.14884,-2.52923
83.870476190,-266.503,34.6044,11.8684,16.5907,0.792386,8.41144,0.930703,3.22857,8.07699,8.73241,-2.73844,-2.77575,-6.54205,-3.4695,-4.7426,-1.64318,-3.37698,-1.92142,-1.98919,1.99848,-2.21125
83.893696145,-250.758,44.3414,1.83539,12.028,2.24024,5.47456,-1.27644,2.64089,3.75299,2.9858,-2.99716,-1.10438,-1.5548,-0.211589,-2.50483,-3.06402,-2.90879,0.309132,-0.666101,0.364334,-4.09264
83.916916100,-175.043,15.9135,6.41006,0.718189,4.39176,3.58843,6.05169,-0.299511,-3.26242,-3.70958,-2.50881,-0.946595,-1.9368,-3.58601,-7.42863,-3.26347,-0.579333,0.122243,-1.01571,-1.03464,0.639314
83.940136054,-212.593,22.0899,14.1622,-3.09141,8.21475,9.7463,9.64377,2.96828,-1.37503,-0.831121,2.27315,5.50718,0.980405,-0.967519,-3.32014,0.410867,0.35537,2.81713,-0.614236,-1.08702,3.08684
