TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.301859410,-241.198,31.5323,-32.9011,3.66453,-7.22114,-0.203341,-3.03149,-3.90274,-4.20307,-0.666106,-1.75676,-0.563524,-0.692738,-1.68172,-0.439355,0.722073,-2.90932,-1.7884,3.00169,0.434102,-3.95364
0.325079365,-252.095,29.0289,-35.5936,-6.05839,-9.93933,-9.12382,-3.10948,-0.947898,4.83767,2.99471,0.867012,1.10704,0.52974,-2.08962,0.880557,1.3281,-1.41883,-0.368487,2.58394,0.8245,-1.47018
0.348299320,-268.858,33.1813,-34.5331,-7.19071,-8.34899,-11.0939,-7.41073,-0.668247,5.14774,3.20757,-0.614754,-2.45503,-3.30409,-2.95661,-0.791832,-1.3325,-3.66917,-2.553,-1.4284,-0.240071,-0.777576
0.371519274,-278.505,34.7128,-32.1523,-7.90967,-8.39119,-14.6527,-8.14017,-2.5367,4.97788,4.47892,-2.09584,-3.70302,-3.21091,-0.81506,-0.604611,-1.36719,-1.51311,-3.14456,-1.52278,2.84107,0.898812
0.394739229,-282.341,34.8049,-30.9996,-7.49578,-7.45129,-14.9506,-8.07076,-2.33985,5.44607,3.77191,-2.31351,-4.76187,-3.70857,-2.02383,-1.40225,-1.67148,-1.93972,-3.66056,-3.25029,2.43883,-0.214382
0.417959184,-290.774,37.6905,-27.0302,-7.33003,-5.96121,-14.8164,-8.14909,-4.59186,3.15057,3.83297,-3.30951,-3.55026,-3.07838,-1.33649,-1.39466,-2.16437,-0.587131,-3.4183,-2.49215,1.38973,-0.680413
0.441179138,-314.476,36.638,-10.7422,-11.1386,-3.58168,-11.0077,-7.98013,-1.94939,-1.11868,-0.900625,-5.8973,-2.36861,0.249016,-0.280903,-0.624176,-1.60724,-1.37709,-1.73156,-2.60623,-2.81596,-2.77917
0.464399093,-321.288,36.182,-5.17413,-13.1973,-2.95484,-10.6082,-8.06582,-2.42748,-2.76307,-0.941125,-5.50182,-4.55974,-0.782246,-0.671869,-0.805042,-0.727882,-2.34406,-3.43325,-0.707761,-3.6547,-4.01025
0.487619048,-321.905,36.6715,-4.69186,-12.2827,-3.65236,-10.7035,-9.25561,-1.69801,-1.97928,-2.45735,-3.25055,-3.46084,-1.66219,-0.697411,-0.798044,-1.49032,-1.63421,-1.50478,-2.25046,-2.21189,-3.24546
0.510839002,-332.875,39.9954,-4.26584,-11.6114,-5.09118,-11.2231,-8.95186,-0.684554,-3.47785,-0.818181,-4.70288,-4.21893,-0.401373,-2.14063,-0.624743,-1.94856,0.366162,-3.11446,-2.43371,-1.70341,-1.83884
0.534058957,-333.747,40.5466,-4.44765,-12.2908,-7.21589,-9.78382,-7.10755,-3.91323,-1.84953,0.251867,-3.21462,-3.89352,-1.94715,-1.64457,-1.66272,-2.79622,-1.08829,-1.596,-2.30912,-2.17132,-1.90008
0.557278912,-311.118,37.7663,-13.7044,-18.6908,-7.59382,-10.8985,-7.0421,-4.53036,-2.47272,1.86274,-1.94022,-3.48602,-3.71673,-3.10088,-1.97285,-2.84157,-3.48326,-2.64788,1.87706,-1.45755,-4.43473
0.580498866,-330.572,41.7169,-7.77064,-17.3292,-5.98193,-11.1806,-10.0784,-3.8922,-0.150471,2.59958,1.03039,-7.39167,-6.0357,-2.74517,0.777759,-0.906381,-2.80731,-3.83132,-2.81264,-0.956022,-2.58764
0.603718821,-331.618,39.2009,-4.83498,-17.0308,-8.18107,-11.0135,-9.31579,-3.36565,-1.04555,2.61197,-0.00718411,-6.90658,-4.54188,-1.05277,-0.285862,-2.31866,-3.21499,-3.64002,-1.70955,-0.40812,-0.864593
0.626938776,-334.031,37.0745,-2.94268,-18.1451,-7.03107,-10.3109,-9.36584,-3.85846,-1.96145,1.20984,-0.225929,-3.16358,-3.78383,-0.735976,-0.637222,-3.69746,-2.3275,-2.79532,-0.425758,1.07544,-1.59165
0.650158730,-338.167,37.0224,-3.15009,-18.0236,-6.20615,-10.4991,-10.2929,-3.39184,-2.8722,0.622607,0.693105,-1.99013,-3.2631,-3.16235,-0.637047,-3.57641,-3.02933,-2.58663,-0.566486,1.04505,-2.72586
0.673378685,-340.88,36.1945,-3.5322,-15.8305,-8.45564,-9.7309,-6.50126,-4.00078,-2.10827,0.791395,-2.51971,-1.29899,-1.9654,-3.28673,-1.42237,-2.25628,-2.60435,-3.42582,0.857378,-1.04002,-4.81643
0.696598639,-350.304,33.0026,3.45938,-16.4516,-8.58166,-9.23085,-9.32831,-0.632251,-2.80607,-4.0157,-3.5814,0.539516,-1.00766,-4.17369,-0.836626,0.06195,-3.1261,-4.1526,-0.811516,-1.15068,-3.95234
0.719818594,-355.546,31.5405,6.29751,-14.839,-11.3557,-9.03329,-6.93089,-1.07824,-3.2678,-4.8363,-2.21218,-0.39585,-0.666201,-3.10769,-0.525985,-0.81729,-2.30725,-2.73671,-2.47323,-1.42779,-3.93038
0.743038549,-362.25,33.6246,6.83884,-15.2607,-8.84769,-8.70118,-6.31619,0.0228741,-3.64311,-4.83611,-3.4552,-0.0233543,0.324267,-1.77178,-0.673926,-1.01938,0.973363,-3.84174,-3.14013,-2.23388,-2.95222
0.766258503,-363.519,30.4274,4.73866,-15.5337,-10.0972,-9.73923,-5.31528,-1.61167,-6.55015,-4.91318,-4.04093,-3.36646,-0.877503,-1.81901,-0.293945,-0.511182,-1.53788,-4.02083,-3.51245,-4.29089,-3.36022
0.789478458,-285.113,32.6105,-34.208,-7.68769,-5.71133,-4.43093,-3.16458,-4.21269,0.307307,-0.240904,-1.38973,0.382933,0.0953246,-3.06064,-1.75542,1.86161,-3.74764,-3.42181,2.87143,-0.651428,-2.16058
0.812698413,-293.528,28.9407,-30.3419,-13.3057,-8.98324,-12.3285,-6.29893,-0.975471,5.07561,1.91284,-3.67934,-0.749748,-2.3,-7.61117,-2.22818,-0.127521,-2.25674,-0.601287,0.563759,-1.15634,-1.30051
0.835918367,-303.614,33.985,-23.9824,-13.4839,-5.35138,-12.544,-10.1127,-0.605533,6.491,2.93821,-2.02997,-2.72526,-4.44261,-4.79183,1.70349,-0.411077,-1.29163,-1.73354,-1.95111,0.415692,-1.19331
0.859138322,-311.648,32.2068,-19.2589,-14.4769,-5.82065,-15.5731,-13.3844,-0.539703,6.7552,4.34794,-3.4233,-5.5671,-6.26594,-1.61834,1.64994,-0.272353,-0.359742,-3.17552,-1.50235,2.54876,0.421132
0.882358277,-315.535,30.9573,-17.6669,-12.5883,-4.54107,-16.6826,-14.183,-1.23264,8.01102,5.87931,-2.32339,-6.84227,-7.00964,-2.2141,2.77071,1.16216,1.47357,-4.25688,-2.62609,1.90262,2.02501
0.905578231,-317.253,32.1809,-19.6561,-14.1994,-6.18661,-15.7315,-13.3678,-0.390226,5.49965,4.54461,-2.36275,-5.8366,-5.72882,-2.66688,1.89894,0.0612806,1.53892,-2.46244,-3.41809,2.24661,0.604578
0.928798186,-334.119,31.655,-11.3042,-13.4607,-4.76004,-12.9428,-10.4699,-0.719158,3.80312,3.52004,-5.02693,-5.295,-2.7436,-2.49129,1.51556,1.21659,0.141027,-1.30898,-0.678836,-2.46196,-3.54337
0.952018141,-354.613,32.496,-3.32862,-13.4662,-2.86969,-11.0362,-11.2303,-2.12746,2.6013,2.58562,-6.31107,-3.11018,-0.0532242,-2.1304,0.893937,1.25136,0.389737,-2.57522,0.287402,-0.960837,-3.77045
0.975238095,-359.232,29.6986,0.0931708,-15.4405,-3.98127,-9.46516,-11.6782,-4.8579,-0.237412,0.154149,-3.89337,-0.869753,-0.0533553,-4.54066,0.339723,-0.635213,-1.27873,-2.28074,-0.371984,1.57994,-3.66272
0.998458050,-362.842,26.5888,1.15465,-14.087,-5.25745,-9.98439,-12.5506,-4.59199,-0.443267,0.219345,-3.65223,-1.35694,-1.54923,-2.72991,-0.244684,-0.42601,-0.619768,-2.67484,-2.28531,0.805466,-2.21007
1.021678005,-361.351,24.3021,1.08119,-14.2081,-6.19839,-10.3295,-11.229,-5.09322,-0.0592418,0.0807564,-2.39997,-2.00941,-1.01283,-2.16547,-1.00414,-0.820291,0.271981,-2.55599,-1.05871,0.5231,-1.55396
1.044897959,-268.052,38.17,-32.6456,-7.28537,-5.89165,-7.35756,-3.7747,-5.79424,-2.68622,1.46132,3.25467,0.813513,-2.52593,-4.86097,-1.63236,0.500281,0.346954,2.26872,8.79831,2.73985,-2.17724
